,age,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,subscribed,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,contact_telephone,contact_nan,poutcome_other,poutcome_success,poutcome_nan,TotalLoan
437,31.0,married,0.5,no,1.0740582666122265,1,0,6,feb,0.4406057582600704,1,274,2,no,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471805599453
438,41.0,married,1.0,no,0.6445129293913748,0,0,6,feb,0.5125408900527457,1,182,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
439,31.0,single,1.0,no,0.6650357018885354,0,1,6,feb,0.39250596346565914,1,214,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
440,38.0,married,0.5,no,0.5670133656861419,1,1,6,feb,0.5253124557322333,1,212,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
441,40.0,married,0.5,no,1.8435262019995158,1,0,6,feb,0.8085430104992223,1,252,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
442,35.0,single,0.5,no,0.8253783519637148,1,0,6,feb,0.38669199360023937,1,245,3,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
443,37.0,married,0.5,no,0.4075419520530035,1,1,6,feb,0.3982863263811587,3,254,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
444,58.0,married,0.0,no,0.6861930496142463,0,0,6,feb,0.13621020483454882,2,204,1,no,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
445,37.0,divorced,0.5,no,0.5483657315059024,1,0,6,feb,0.3954003214920237,1,275,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
446,60.0,married,0.5,no,0.9035979050757361,0,0,6,feb,0.22913415545136664,2,207,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
447,36.0,single,0.5,no,0.6770797723813808,1,0,6,feb,0.033758479924954454,10,207,3,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
448,46.0,married,0.0,no,0.7778169407647757,1,0,6,feb,0.27254664838668013,2,268,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
449,40.0,married,0.5,no,0.7520173801715416,1,1,6,feb,0.232541313772981,3,254,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
450,57.0,divorced,0.5,yes,0.32040482844264845,1,1,6,feb,0.3015341852599325,5,273,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
451,34.0,single,0.5,no,0.6521230404075133,1,0,6,feb,0.48913279915473096,2,197,6,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
452,45.0,married,0.5,no,0.7961139811756472,1,0,6,feb,0.6758307305484844,4,253,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
453,47.0,married,1.0,no,0.4847078797339248,1,0,6,feb,0.4785506898241939,3,270,2,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
454,54.0,single,0.5,no,0.7110047979599518,1,0,6,feb,0.3808440237178162,2,234,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
455,35.0,divorced,0.5,no,0.5910921989109197,0,1,6,feb,0.021232220105774118,7,217,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
456,39.0,married,1.0,no,0.8392465271968753,0,0,6,feb,1.1610025812673914,3,212,5,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
457,38.0,married,1.0,no,0.729217780320497,1,0,6,feb,0.3510799218113624,2,252,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
458,49.0,divorced,0.5,no,0.4010664437639774,1,0,6,feb,0.13994852694515625,2,206,5,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
459,35.0,single,0.5,no,1.8559514299740099,1,0,6,feb,0.44885890001679085,8,273,7,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
460,27.0,divorced,0.5,no,0.5841610968469203,1,0,6,feb,1.783138726184148,2,192,4,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
461,42.0,married,0.5,no,0.7939233997958286,0,0,6,feb,0.5724091393953322,2,246,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
462,33.0,single,1.0,no,0.6532054868419072,1,0,6,feb,0.47321734384883135,7,227,5,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
463,55.0,married,0.5,no,0.7116853015588563,1,1,6,feb,0.1584333416192591,3,263,4,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
464,58.0,married,0.5,no,0.5028940438839906,0,1,6,feb,0.4785506898241939,2,205,6,no,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471805599453
465,33.0,single,0.5,no,0.5224007840096518,1,0,6,feb,0.24269368523699905,2,274,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
466,32.0,married,0.0,no,0.43930505782488405,1,0,6,feb,0.4210793359097152,2,197,1,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
467,46.0,married,0.5,no,0.5674063702107522,0,0,6,feb,1.6980931449917058,2,1,7,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
468,33.0,married,1.0,no,2.6472898574402697,1,0,6,feb,0.5915943801166808,5,259,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
469,40.0,married,0.0,no,0.6889805078650995,1,0,6,feb,0.9154319941657372,3,262,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
470,37.0,married,0.5,no,0.7682199381237663,1,0,9,feb,0.4996040990220263,2,279,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
471,50.0,married,0.0,no,0.8217287128761652,1,1,9,feb,0.19086861737241304,5,196,7,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
472,40.0,married,0.0,no,0.6969514389954796,1,1,9,feb,0.4838557420538871,3,221,1,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
473,33.0,married,0.5,no,0.6521230404075133,1,0,9,feb,0.0,7,193,13,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
474,30.0,married,0.0,no,0.6138549419647832,0,1,9,feb,0.43228393492257833,2,213,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
475,56.0,divorced,0.5,no,0.5182821620426549,1,0,9,feb,0.44885890001679085,5,265,4,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
476,43.0,married,0.5,no,0.570544858467613,1,0,9,feb,0.467855400707446,3,256,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
477,27.0,single,0.5,no,0.7191404360538732,1,0,9,feb,0.7514970636222218,5,252,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
478,33.0,married,0.5,no,0.5182821620426549,1,0,9,feb,0.5454136350533205,2,262,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
479,30.0,single,1.0,no,1.4571796427628882,1,0,9,feb,0.25607181118317524,4,258,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
480,32.0,single,0.5,no,0.6568052027520199,1,0,9,feb,0.5429229737408686,3,259,4,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
481,39.0,married,0.5,no,0.5265025124838697,1,0,9,feb,1.3646015365086308,5,279,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
482,46.0,married,0.5,no,0.7265404025497807,1,0,9,feb,0.2855338439134914,4,256,7,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
483,48.0,married,1.0,no,0.5783482535078733,1,0,9,feb,0.5253124557322333,2,203,7,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
484,54.0,married,0.5,no,1.1306641288337436,0,0,9,feb,0.4785506898241939,7,194,6,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
485,35.0,married,0.5,no,0.4761351739965383,1,0,9,feb,0.025425098365810177,7,272,9,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
486,58.0,married,0.0,no,0.5354675277029196,1,0,9,feb,0.3235130919787077,6,264,3,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
487,48.0,married,0.0,no,0.7666114449347615,1,0,9,feb,0.46246455207256965,5,209,12,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
488,46.0,married,0.5,no,0.7695048724476826,1,0,9,feb,0.9689564745814419,3,257,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
489,54.0,married,0.5,no,1.3043730130290943,1,0,9,feb,0.054293082366662256,2,256,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
490,28.0,single,1.0,no,0.665748206371831,0,1,9,feb,0.2692733230417111,4,193,7,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
491,37.0,married,0.5,no,0.6553668709686329,0,0,9,feb,0.10578960813383721,2,216,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
492,36.0,married,1.0,no,0.5583279577509941,1,1,10,feb,0.2919647342437818,1,85,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
493,37.0,single,0.5,no,0.61572865433609,1,0,10,feb,0.26269435194366847,1,279,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
494,38.0,married,1.0,no,0.5914758551596309,0,0,10,feb,0.21884246941481902,2,188,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
495,39.0,married,0.5,no,0.6578825955658802,1,1,11,feb,0.22913415545136664,1,209,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
496,31.0,single,0.5,no,0.7241918022419054,1,0,11,feb,0.27254664838668013,1,6,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
497,28.0,married,1.0,no,0.5876326528888777,1,1,11,feb,0.19086861737241304,1,184,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
498,54.0,divorced,1.0,no,2.9911827857715556,1,0,11,feb,0.08235103516181963,1,84,3,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
499,31.0,single,0.5,yes,0.5182821620426549,0,0,11,feb,0.3720074419173182,4,85,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
500,43.0,divorced,1.0,no,0.5330304834423218,0,0,13,feb,0.20844376219392055,1,193,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
501,45.0,married,0.5,no,1.2072936874111062,0,0,13,feb,0.47053996607811494,2,84,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
502,54.0,married,1.0,no,1.3165215597870863,1,0,13,feb,0.3172825422280717,9,85,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
503,51.0,married,0.5,no,0.5956863876959745,1,0,17,feb,0.3510799218113624,1,92,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
504,59.0,married,1.0,no,1.0811354369863115,0,0,17,feb,0.4011640262087738,1,92,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
505,56.0,divorced,1.0,no,0.7790896103606701,0,0,19,feb,0.43506557788445505,3,94,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
506,56.0,divorced,0.5,no,0.8446212788636152,0,0,26,feb,0.3720074419173182,1,227,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
507,35.0,divorced,0.5,no,1.2907416016529483,1,0,26,feb,0.25274402109050054,1,24,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
508,49.0,married,1.0,no,0.7069120228061987,1,0,27,feb,0.38960320380769786,5,21,5,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
509,36.0,married,0.5,no,0.7800430507634231,1,0,27,feb,0.4040334686367266,3,99,8,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
510,36.0,married,0.5,no,1.8088225800315887,1,1,27,feb,0.20145072670295003,1,101,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
511,37.0,married,1.0,no,0.774628162552535,1,0,27,feb,0.10192113135591681,4,225,3,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
512,59.0,married,1.0,no,1.15191326831587,1,0,28,jan,0.20145072670295003,1,268,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
513,40.0,married,1.0,no,0.6632522164862377,1,1,28,jan,0.7351701703347931,1,268,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
514,42.0,divorced,0.5,no,0.7907856501238614,0,0,28,jan,0.326613869656956,1,169,3,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
515,43.0,divorced,0.5,no,0.5535584733519587,1,0,28,jan,0.4238922772863299,1,247,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
516,43.0,divorced,1.0,no,0.748089388214384,1,0,28,jan,0.24605503293970396,1,167,2,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
517,38.0,married,0.5,no,0.5455584306848825,0,0,28,jan,0.25274402109050054,1,239,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
518,48.0,married,0.5,no,0.7562553653246705,0,1,28,jan,0.6670587444756474,1,196,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
519,53.0,divorced,0.5,no,0.66823798179992,1,0,28,jan,0.23932100075835974,1,245,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
520,33.0,married,0.5,yes,0.3603411189716722,1,1,28,jan,0.34805420089482536,1,245,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
521,46.0,married,0.5,no,0.7251990207255794,1,0,28,jan,0.47321734384883135,1,197,4,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
522,57.0,divorced,0.0,no,0.6575235935875136,0,0,28,jan,0.30786332031158004,1,231,1,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
523,52.0,married,0.5,no,0.6685931585040622,1,1,28,jan,1.059219886957449,1,182,8,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0986122886681098
524,43.0,married,1.0,no,0.6510394210130551,1,1,28,jan,0.7794429940127814,1,238,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
525,48.0,married,0.5,no,0.5182821620426549,1,0,28,jan,0.4040334686367266,1,204,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
526,38.0,married,0.5,no,1.2227149861356768,1,0,28,jan,0.8998472631490391,1,230,1,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
527,52.0,married,0.5,no,0.6798927137579955,1,0,28,jan,0.6470358286005397,2,254,3,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
528,33.0,married,0.5,no,1.4950275612563562,0,1,28,jan,0.30470376002121147,1,265,4,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
529,47.0,married,0.0,no,0.9878213830135766,1,1,28,jan,0.5577747318768944,1,177,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
530,53.0,married,1.0,no,1.043042437513299,0,0,28,jan,0.5454136350533205,1,189,1,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
531,52.0,married,0.5,no,0.557931368414049,1,0,28,jan,0.3450192971996712,1,245,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
532,58.0,married,0.5,no,0.6618231344280888,1,1,28,jan,0.6559844341765537,1,196,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
533,54.0,married,1.0,no,0.9007865453381899,0,1,28,jan,0.697429842351946,1,184,8,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
534,56.0,married,0.5,no,0.4112235024606766,0,1,28,jan,1.0812958386566487,2,204,2,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
535,31.0,married,0.5,no,0.5265025124838697,0,0,28,jan,0.821838552980467,1,71,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
536,38.0,married,0.5,no,0.5607041964928772,1,0,28,jan,0.4996040990220263,1,265,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
537,38.0,married,1.0,no,0.8828908824129033,1,0,28,jan,0.2919647342437818,1,189,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
538,51.0,married,0.5,no,0.5884024758676194,0,0,28,jan,0.6357362733466063,1,183,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
539,44.0,married,0.5,no,0.6812962227603157,1,0,28,jan,0.3327867287640369,1,246,4,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
540,53.0,married,1.0,no,0.7241918022419054,0,0,28,jan,0.16208965282236967,1,181,5,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
541,35.0,married,1.0,no,0.6837476335484409,0,1,28,jan,1.146107248320951,1,184,4,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
542,52.0,married,0.5,no,0.6603920071713059,1,0,28,jan,0.46246455207256965,1,197,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
543,48.0,single,1.0,no,0.3884582916876641,0,1,28,jan,0.3982863263811587,1,190,2,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
544,57.0,married,0.5,no,0.9520939162032428,0,0,28,jan,0.6515201410478683,2,182,5,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
545,57.0,married,0.5,no,0.6339076005161721,0,1,28,jan,0.3954003214920237,2,154,16,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
546,37.0,single,0.5,no,0.5435483797568582,1,0,28,jan,0.7185722789257555,2,268,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
547,54.0,married,0.5,no,0.8268951124547105,1,0,28,jan,0.2257153487025812,2,198,3,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
548,59.0,married,0.5,no,0.9885952770287263,1,0,28,jan,0.6537547788492846,2,191,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
549,44.0,married,1.0,no,1.405852370019547,1,1,28,jan,0.7950683119158621,2,153,3,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
550,30.0,single,0.5,no,0.7822642162014426,1,0,28,jan,1.0577306834059814,1,223,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
551,37.0,married,0.5,no,0.6770797723813808,0,0,28,jan,0.9705838142408172,1,181,5,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
552,48.0,married,0.5,no,0.7218376730228745,0,0,28,jan,0.25274402109050054,1,176,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
553,47.0,married,0.5,no,0.7014288013916673,0,0,28,jan,0.6447861088665241,2,177,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
554,59.0,married,0.0,no,0.7717495423015067,0,0,28,jan,0.32970506222662893,1,154,6,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
555,55.0,married,0.5,no,1.3613851623598652,0,0,28,jan,0.4996040990220263,2,153,12,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
556,49.0,married,0.5,no,0.5887871652357025,1,1,28,jan,0.30470376002121147,1,204,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
557,42.0,married,0.5,no,0.8032780049630488,0,0,28,jan,0.68018803591744,1,181,6,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
558,56.0,single,1.0,no,0.2724945587426558,0,0,28,jan,0.7950683119158621,2,184,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
559,26.0,single,0.5,no,0.5182821620426549,1,0,28,jan,0.47321734384883135,2,258,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
560,52.0,married,1.0,no,0.9722163849446865,0,0,28,jan,1.7545967228446635,2,205,3,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
561,44.0,married,0.5,no,0.4325830965966021,0,0,28,jan,1.3711589370547899,2,247,3,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
562,50.0,married,0.5,no,0.4889668299534916,1,1,28,jan,0.9738305703396872,2,191,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
563,40.0,single,0.0,no,0.6589588288536181,1,1,28,jan,0.5253124557322333,2,205,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
564,47.0,married,0.5,no,0.7539756053403807,0,0,28,jan,0.18375114960354894,3,160,13,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
565,29.0,married,0.5,no,0.6625379307415826,0,1,28,jan,0.1657326441008708,3,183,4,no,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471805599453
566,51.0,married,0.5,no,0.6756703288781474,1,0,28,jan,0.2790613294078739,2,254,2,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471805599453
567,49.0,divorced,1.0,no,0.7251990207255794,1,0,29,jan,0.46516360904173454,1,223,5,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
568,31.0,single,1.0,no,0.5531599875925515,0,0,29,jan,0.33585892780100696,1,170,4,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
569,34.0,married,0.5,no,1.117377141331069,1,0,29,jan,0.18017332825566507,1,266,2,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
570,57.0,married,0.5,no,1.0011514958041388,1,0,29,jan,0.17658266012493662,1,245,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
571,33.0,single,0.5,no,0.6917602177855965,1,0,29,jan,0.6952908041031969,1,266,2,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
572,35.0,married,0.5,no,0.40523408119250137,1,0,29,jan,0.9574903374937977,1,247,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
573,60.0,married,0.5,no,1.1293209452872761,0,0,29,jan,0.4040334686367266,1,185,7,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
574,33.0,single,0.5,no,0.5236330700559169,1,0,29,jan,0.36904447678666125,1,247,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
575,32.0,married,1.0,no,0.5182821620426549,1,1,29,jan,0.6559844341765537,1,261,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
576,46.0,married,0.5,no,0.5666202066482487,1,1,29,jan,0.3982863263811587,1,259,3,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
577,36.0,divorced,0.5,no,0.7167743710663277,1,0,29,jan,0.9738305703396872,1,241,1,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453
578,36.0,married,1.0,no,0.3908051596974798,1,1,29,jan,0.4785506898241939,1,189,3,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0986122886681098
579,34.0,single,0.5,no,0.7633866759357469,1,0,29,jan,0.3015341852599325,1,260,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
580,39.0,married,0.5,no,0.6246739245692268,1,1,29,jan,0.6010507153587162,1,234,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098
581,48.0,single,0.5,no,0.5717192567235546,1,1,29,jan,1.0666328193465744,1,197,1,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0986122886681098
582,34.0,married,1.0,no,0.7251990207255794,1,0,29,jan,0.9119896499747645,1,197,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
583,36.0,divorced,1.0,no,0.5330304834423218,1,0,29,jan,0.6648536719173335,1,261,6,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
584,36.0,married,0.5,no,0.6397727199685702,1,0,29,jan,0.5227711583035607,2,198,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
585,36.0,married,0.5,no,0.7052017436138701,1,0,29,jan,0.4812067338823102,1,253,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
586,36.0,married,0.5,no,0.6419633013483889,1,0,29,jan,0.0902250915927257,1,266,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
587,46.0,married,0.5,no,0.7130449210748959,1,0,29,jan,0.7059405320198548,1,226,3,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
588,45.0,divorced,1.0,no,0.48043071324755915,1,0,29,jan,0.41825845956807395,1,192,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
589,35.0,married,0.5,no,0.5779595265836392,1,0,29,jan,0.3327867287640369,1,245,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
590,60.0,married,0.5,no,0.6983312253475332,0,0,29,jan,0.44885890001679085,1,171,5,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
591,37.0,married,0.0,no,0.6514007579636893,1,0,29,jan,0.8945979072628953,1,188,2,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453
